res1,res2,delta,Cscore,Real
125,139,14,-0.09260432720184326,False
73,94,21,-0.0928057000041008,False
73,150,77,-0.09282579123973847,False
94,152,58,-0.09288499057292939,False
64,79,15,-0.09296881929039955,False
54,155,101,-0.09301314353942872,False
5,84,79,-0.0931529775261879,False
36,106,70,-0.09338852167129516,False
6,66,60,-0.0935643758624792,False
30,146,116,-0.09369742386043071,False
12,52,40,-0.09383736848831177,False
48,118,70,-0.09395620822906495,False
121,154,33,-0.09396346583962441,False
17,93,76,-0.09422250762581826,False
7,28,21,-0.09437752515077591,False
13,34,21,-0.09439956322312355,False
132,150,18,-0.09472717195749283,False
17,24,7,-0.09477114975452423,False
26,110,84,-0.09477936886250973,False
138,145,7,-0.09488946944475174,False
16,110,94,-0.0950187772512436,False
45,151,106,-0.09519210904836654,False
99,154,55,-0.09529032930731773,False
75,106,31,-0.09533440768718719,False
13,96,83,-0.09569036066532136,False
39,108,69,-0.09601315557956695,False
47,142,95,-0.09607226103544235,False
74,152,78,-0.09607268571853637,False
80,104,24,-0.09633401930332183,False
15,146,131,-0.09636543095111846,False
114,125,11,-0.09664377272129059,False
35,110,75,-0.09683825373649597,False
38,72,34,-0.09691283851861954,False
70,107,37,-0.09709373116493225,False
38,128,90,-0.09717901572585105,False
36,68,32,-0.09718056172132492,False
53,159,106,-0.09723133593797684,False
75,135,60,-0.09746467471122741,False
11,77,66,-0.09751408100128174,False
109,137,28,-0.09768418371677398,False
68,97,29,-0.0976861596107483,False
39,128,89,-0.09772959649562836,False
86,107,21,-0.09787438660860062,False
56,138,82,-0.09807019531726838,False
87,126,39,-0.09826775267720222,False
70,108,38,-0.09844340533018112,False
44,146,102,-0.09845910221338272,False
66,114,48,-0.09856963455677033,False
25,62,37,-0.09859749674797058,False
75,87,12,-0.09888609051704407,False
33,73,40,-0.0989996314048767,False
19,139,120,-0.0990096814930439,False
2,41,39,-0.09945274293422698,False
47,94,47,-0.09954936727881432,False
3,32,29,-0.09959444403648376,False
50,145,95,-0.09973146617412568,False
19,64,45,-0.09995526075363159,False
59,68,9,-0.09998463690280915,False
72,118,46,-0.10009338408708572,False
53,151,98,-0.10015254095196724,False
47,71,24,-0.10030181929469109,False
10,75,65,-0.10031232237815857,False
71,106,35,-0.10043539553880691,False
88,134,46,-0.10046450048685074,False
44,132,88,-0.10058554708957672,False
32,142,110,-0.100606569647789,False
9,136,127,-0.10081740915775299,False
40,106,66,-0.10121532529592514,False
4,133,129,-0.10123029947280884,False
91,99,8,-0.10133793950080872,False
8,69,61,-0.10161847621202469,False
38,57,19,-0.10169335305690766,True
132,149,17,-0.10185894891619682,False
32,137,105,-0.10197902321815491,False
13,40,27,-0.10243872087448835,False
133,146,13,-0.10249002426862716,False
46,106,60,-0.10257739722728729,False
26,94,68,-0.1027329295873642,False
50,131,81,-0.10280748009681702,False
30,119,89,-0.10288782715797425,False
128,151,23,-0.10336212851107121,False
55,150,95,-0.10358296632766724,False
6,54,48,-0.10384698808193207,False
108,117,9,-0.1039142668247223,False
17,73,56,-0.10399101078510284,False
53,117,64,-0.10403438806533813,False
14,68,54,-0.10405268669128417,False
9,131,122,-0.10412673354148864,False
39,113,74,-0.10416257083415985,False
38,155,117,-0.10424965023994445,False
67,88,21,-0.1043866068124771,False
109,135,26,-0.10454028099775314,False
101,142,41,-0.10492421463131904,False
36,152,116,-0.10494451820850373,False
33,42,9,-0.10510447919368744,False
47,149,102,-0.1051284909248352,False
7,148,141,-0.10513173341751099,False
109,126,17,-0.10532340705394745,False
64,146,82,-0.10534129291772842,False
24,105,81,-0.10574372112751007,False
30,103,73,-0.10578255206346512,False
38,46,8,-0.10578282326459884,False
69,89,20,-0.10581908524036407,False
12,99,87,-0.10613277852535248,False
33,94,61,-0.10627541542053223,False
30,120,90,-0.10629059672355652,False
11,117,106,-0.10631676912307739,False
51,145,94,-0.10659588277339935,False
15,50,35,-0.10682881772518157,False
90,117,27,-0.10704810321331024,False
73,131,58,-0.10709920376539231,False
25,137,112,-0.10717337727546691,False
56,70,14,-0.10717880874872207,False
50,92,42,-0.10742429569363594,False
54,129,75,-0.10749207437038422,False
78,97,19,-0.1080155462026596,False
32,76,44,-0.10812512934207916,False
35,94,59,-0.10818070769309998,True
44,150,106,-0.10824422687292098,False
82,121,39,-0.10826665908098221,False
20,76,56,-0.10840558856725693,False
125,155,30,-0.10849219560623169,False
40,147,107,-0.10852844119071961,False
12,19,7,-0.10854613184928893,False
74,100,26,-0.10854940414428711,False
10,104,94,-0.10877809524536133,False
71,108,37,-0.1089779257774353,False
119,124,5,-0.10908526182174683,False
84,120,36,-0.10921394675970078,False
33,140,107,-0.1092918336391449,False
12,119,107,-0.1093624010682106,False
56,77,21,-0.10944235622882843,False
12,97,85,-0.10959345623850822,False
103,120,17,-0.10981302112340927,False
24,134,110,-0.10991656482219696,False
121,139,18,-0.11005690693855286,False
78,129,51,-0.11015114560723305,False
19,39,20,-0.11018286757171154,False
63,86,23,-0.11030985563993453,False
53,112,59,-0.11043449938297271,False
26,130,104,-0.11050431132316589,False
40,155,115,-0.11057135090231895,False
68,113,45,-0.11064660847187043,False
30,97,67,-0.11087378337979317,False
40,142,102,-0.11122882068157196,False
2,75,73,-0.1114452064037323,False
24,157,133,-0.11149124205112457,False
10,52,42,-0.11155696958303452,False
19,59,40,-0.11192662566900254,False
125,135,10,-0.11207757890224457,False
5,46,41,-0.11231704950332641,False
75,157,82,-0.11253001987934112,False
123,148,25,-0.11308352053165435,False
69,155,86,-0.11314196139574051,False
38,110,72,-0.11330034472048282,False
105,124,19,-0.11330082714557647,False
77,141,64,-0.11338104531168938,False
10,133,123,-0.11347744166851044,False
7,131,124,-0.11360402405261993,False
126,140,14,-0.11374931931495666,False
45,148,103,-0.11375026404857635,False
56,65,9,-0.1137667492032051,False
22,155,133,-0.11385945975780487,False
53,139,86,-0.11393758356571197,False
129,138,9,-0.11395120322704315,False
26,32,6,-0.11404885873198509,False
86,159,73,-0.11478944271802902,False
55,119,64,-0.11499113813042641,False
102,143,41,-0.11533581018447876,False
18,124,106,-0.115390545129776,False
17,76,59,-0.11540226880460977,False
49,147,98,-0.11587472558021546,False
60,68,8,-0.11592226922512054,False
50,80,30,-0.1161031812429428,False
9,70,61,-0.11646262779831887,False
55,98,43,-0.11650592386722565,False
24,112,88,-0.11681354939937591,False
1,64,63,-0.11690438985824585,False
21,150,129,-0.11691674888134003,False
45,51,6,-0.11698299646377563,False
68,125,57,-0.11750267520546913,False
82,120,38,-0.11759843155741692,False
72,157,85,-0.11781610995531082,False
54,145,91,-0.11791723966598511,False
39,75,36,-0.11792604923248291,False
25,117,92,-0.11795375049114228,False
5,59,54,-0.11804302036762238,False
36,156,120,-0.11878224164247513,False
141,157,16,-0.11885794550180435,False
47,86,39,-0.11895865499973297,False
49,140,91,-0.11896743327379226,False
23,98,75,-0.11900099366903305,False
20,143,123,-0.11905457377433777,False
4,85,81,-0.11908998787403106,False
50,121,71,-0.11919631510972976,False
9,98,89,-0.11961238086223602,False
87,99,12,-0.119617560505867,False
4,36,32,-0.1196488842368126,False
13,58,45,-0.11967968046665192,False
26,92,66,-0.11977711468935012,False
56,82,26,-0.11995724141597748,False
52,149,97,-0.12001884430646896,False
62,158,96,-0.12018385231494903,False
44,115,71,-0.12024772614240646,False
64,116,52,-0.1202756330370903,False
44,151,107,-0.12037183046340942,False
11,154,143,-0.12052124887704849,False
33,158,125,-0.12089000046253204,False
53,125,72,-0.12095948457717895,False
134,148,14,-0.12107192277908325,False
52,88,36,-0.12112175524234772,False
138,150,12,-0.12113142758607864,False
36,52,16,-0.12164159268140792,False
138,153,15,-0.12184890359640121,True
3,144,141,-0.12186558544635773,False
79,124,45,-0.1218729242682457,False
24,107,83,-0.12192585617303849,False
88,150,62,-0.12209407985210419,False
69,139,70,-0.1221360832452774,False
36,49,13,-0.12248287349939346,False
66,118,52,-0.122491654753685,False
29,37,8,-0.1225737065076828,False
66,157,91,-0.12266727685928344,False
90,102,12,-0.12278923690319062,False
70,80,10,-0.12280787527561188,False
36,71,35,-0.12311964631080627,False
4,111,107,-0.12313171476125717,True
50,55,5,-0.12319964468479157,False
9,139,130,-0.12358338832855224,False
19,124,105,-0.12364718168973923,False
37,148,111,-0.12372512817382812,False
39,101,62,-0.12372934222221374,False
46,72,26,-0.1237461432814598,False
111,135,24,-0.12384204119443894,False
10,56,46,-0.12388541847467423,False
50,111,61,-0.12413797974586487,False
126,146,20,-0.12443124502897263,False
12,51,39,-0.12448203563690186,False
81,107,26,-0.12493356466293334,False
32,114,82,-0.1250847101211548,False
84,152,68,-0.12511397004127503,False
93,144,51,-0.12513962090015412,False
79,153,74,-0.12518159300088882,False
121,133,12,-0.12532479763031007,False
102,144,42,-0.12546071410179138,False
98,129,31,-0.12547694593667985,False
8,129,121,-0.12556923553347588,False
101,155,54,-0.1255995139479637,False
83,117,34,-0.12585023641586304,False
26,70,44,-0.12589674741029738,False
13,92,79,-0.12597518265247346,False
10,121,111,-0.12612152695655823,False
14,116,102,-0.12624728679656982,False
57,159,102,-0.12638623714447023,False
96,133,37,-0.12642205953598024,False
16,30,14,-0.12644095346331596,False
26,39,13,-0.12664040848612784,False
118,144,26,-0.12748300284147263,False
14,59,45,-0.12751414775848388,False
7,102,95,-0.12769877761602402,False
93,112,19,-0.12814145386219025,False
5,42,37,-0.12826718688011168,False
86,126,40,-0.1287475846707821,False
19,37,18,-0.12888870239257813,False
92,124,32,-0.12905982434749602,False
113,146,33,-0.12921736836433412,False
12,91,79,-0.12923924680799245,False
13,138,125,-0.1294991232454777,False
96,103,7,-0.1295175164937973,False
124,145,21,-0.12961186915636064,False
24,109,85,-0.12965570539236068,False
89,98,9,-0.1298671096563339,False
58,138,80,-0.1302360013127327,False
61,147,86,-0.13029848784208298,False
52,124,72,-0.13034622818231584,False
17,32,15,-0.1303796350955963,False
64,84,20,-0.13058639466762542,False
71,111,40,-0.13064364194869996,False
78,142,64,-0.13068286031484605,False
36,138,102,-0.13069598525762557,False
19,112,93,-0.13070134222507476,False
99,118,19,-0.13084588348865508,False
61,103,42,-0.13085687160491943,False
118,127,9,-0.13088547587394714,False
11,140,129,-0.13098876774311066,False
90,121,31,-0.13107871636748314,False
125,142,17,-0.13127188384532928,False
36,127,91,-0.13129557967185973,False
82,150,68,-0.13130470365285873,False
46,69,23,-0.13150364011526108,False
92,151,59,-0.13165312111377717,False
55,116,61,-0.1317462220788002,False
90,127,37,-0.13176471441984178,False
1,32,31,-0.13177622109651566,False
3,124,121,-0.13204194977879524,False
75,122,47,-0.1322131335735321,False
45,57,12,-0.13230865001678466,False
25,150,125,-0.13253223299980163,False
41,120,79,-0.13259572684764862,False
65,116,51,-0.13263724744319916,False
37,87,50,-0.1326517179608345,False
73,81,8,-0.13282297253608705,False
98,159,61,-0.13283732533454895,False
76,147,71,-0.13288511335849762,False
109,114,5,-0.1329146832227707,False
8,145,137,-0.13295516967773438,False
84,117,33,-0.1329646222293377,False
21,38,17,-0.13335637152194976,False
90,133,43,-0.13354356586933136,False
71,146,75,-0.1337013140320778,False
106,135,29,-0.13425501249730587,False
94,117,23,-0.13435301296412944,False
111,116,5,-0.13442225158214569,False
24,125,101,-0.13462428152561187,False
8,116,108,-0.1346331372857094,False
39,139,100,-0.13490589261054992,False
97,151,54,-0.13495821952819825,False
77,117,40,-0.13504886925220488,False
107,132,25,-0.1351297076791525,False
84,89,5,-0.1352725952863693,False
76,149,73,-0.13579220324754715,False
72,147,75,-0.13579267412424087,False
11,147,136,-0.13590000569820404,False
70,82,12,-0.13607157468795777,False
93,136,43,-0.13614602386951447,False
88,113,25,-0.1361629396677017,False
8,95,87,-0.13617510199546815,False
72,111,39,-0.13624101877212524,False
17,149,132,-0.13625564202666282,False
35,102,67,-0.13663137555122376,False
130,151,21,-0.13666791021823882,False
13,108,95,-0.1368791028857231,False
41,87,46,-0.13688379526138306,False
3,80,77,-0.13689904063940048,False
70,152,82,-0.1369294136762619,False
38,138,100,-0.13694547936320306,False
4,115,111,-0.1370842546224594,False
38,76,38,-0.13716327399015427,False
14,84,70,-0.13718405812978746,False
53,84,31,-0.137239508330822,False
24,39,15,-0.13726351857185365,False
34,107,73,-0.13730627596378325,False
53,103,50,-0.13737550079822541,False
3,120,117,-0.1373899072408676,False
18,89,71,-0.13750160932540895,False
29,104,75,-0.13813661485910417,False
102,130,28,-0.13825978040695192,False
29,97,68,-0.1384295791387558,False
21,148,127,-0.1385992355644703,False
30,118,88,-0.13870379626750945,False
13,104,91,-0.13877060562372207,False
79,140,61,-0.1389847442507744,False
33,118,85,-0.13903378546237946,False
56,127,71,-0.13907680064439773,False
94,119,25,-0.13925651907920839,False
35,50,15,-0.1392770916223526,False
136,147,11,-0.13935123533010482,False
77,138,61,-0.13945532441139222,False
13,80,67,-0.1394589364528656,False
90,119,29,-0.13965482711791993,False
2,21,19,-0.13983940184116364,False
23,152,129,-0.13987371921539307,False
30,105,75,-0.14014946669340134,False
76,148,72,-0.1401526302099228,False
96,129,33,-0.14053688943386078,False
17,78,61,-0.14058056026697158,False
24,130,106,-0.14059841483831406,False
49,112,63,-0.14077405631542206,False
80,89,9,-0.1407793715596199,False
67,103,36,-0.14080902487039565,False
32,87,55,-0.14094661623239518,False
101,109,8,-0.1410531222820282,False
45,135,90,-0.1414424955844879,False
50,157,107,-0.1414983943104744,False
78,127,49,-0.14168726205825805,False
125,131,6,-0.1416906952857971,False
120,140,20,-0.14175609797239302,False
106,155,49,-0.14178513064980508,False
19,67,48,-0.1417927235364914,False
101,153,52,-0.14210446327924728,False
50,124,74,-0.14217282831668854,False
59,72,13,-0.14228917360305787,True
58,109,51,-0.1424265444278717,False
73,105,32,-0.1424868069589138,False
30,78,48,-0.1426633656024933,False
68,103,35,-0.14306102842092513,False
83,141,58,-0.1431060940027237,False
40,116,76,-0.143195890635252,False
41,89,48,-0.14324701428413392,False
24,68,44,-0.14340858459472655,False
83,106,23,-0.14351554922759532,False
34,69,35,-0.14372504651546478,False
23,33,10,-0.14374835342168807,False
36,137,101,-0.14376294016838073,False
39,57,18,-0.14381887018680573,True
21,59,38,-0.14407359063625336,False
1,30,29,-0.1441945642232895,False
38,66,28,-0.14425944685935974,False
75,154,79,-0.14427461549639703,False
72,117,45,-0.14432405233383178,False
9,58,49,-0.14441958963871002,False
30,55,25,-0.14473738074302672,False
7,75,68,-0.1447783499956131,False
106,147,41,-0.14483330082148313,False
85,94,9,-0.1448596566915512,False
1,23,22,-0.14486630409955978,False
39,99,60,-0.1450509734451771,False
123,136,13,-0.1451171189546585,False
82,90,8,-0.14533316493034362,False
2,105,103,-0.14573241174221038,False
42,91,49,-0.14586066454648972,False
53,86,33,-0.1458853155374527,False
20,71,51,-0.1461662232875824,False
82,108,26,-0.14626583009958266,False
67,77,10,-0.1463007241487503,False
118,139,21,-0.14639900624752045,False
7,114,107,-0.1467222288250923,False
73,90,17,-0.14675724357366562,False
38,86,48,-0.14680798053741456,False
138,157,19,-0.14708050191402436,False
16,133,117,-0.14714340269565582,False
79,94,15,-0.14720898121595383,False
65,127,62,-0.1473004400730133,False
23,134,111,-0.147376711666584,False
62,120,58,-0.14746834635734557,False
74,114,40,-0.1474833182990551,False
80,107,27,-0.14754093885421754,False
63,119,56,-0.14765555039048195,False
80,101,21,-0.1477906346321106,False
11,109,98,-0.14780673012137413,False
135,148,13,-0.14783474057912827,False
13,86,73,-0.1479501962661743,False
8,137,129,-0.1481865741312504,False
1,121,120,-0.14820514246821404,False
16,44,28,-0.14821277558803558,False
66,116,50,-0.14822005927562715,False
69,94,25,-0.14848008751869202,False
84,130,46,-0.14855864346027375,False
97,138,41,-0.14862403869628907,False
10,120,110,-0.14880682080984114,False
130,146,16,-0.1490061104297638,False
24,42,18,-0.1490418165922165,False
106,112,6,-0.14908189717680215,False
47,83,36,-0.14915349707007408,False
15,34,19,-0.14922493696212769,False
31,107,76,-0.14946903586387633,False
76,138,62,-0.14952160641551018,False
77,134,57,-0.14997170567512513,False
73,139,66,-0.15015511699020861,False
49,142,93,-0.15016261488199234,False
36,70,34,-0.1502322621643543,False
34,134,100,-0.15041976422071457,False
86,92,6,-0.1505550414323807,False
133,145,12,-0.1505787879228592,False
37,145,108,-0.15075299516320229,False
8,57,49,-0.1507568344473839,False
58,103,45,-0.1507749196141958,False
55,127,72,-0.15121856033802034,False
101,129,28,-0.15134620666503906,False
29,90,61,-0.15168732292950154,False
15,24,9,-0.1517016053199768,False
66,127,61,-0.15174295306205748,False
91,158,67,-0.15176679491996764,False
24,131,107,-0.15197651386260985,False
9,75,66,-0.15221449434757234,False
26,101,75,-0.1527562767267227,False
4,139,135,-0.1530548244714737,False
17,100,83,-0.15308372676372528,False
73,154,81,-0.15323929712176323,False
69,90,21,-0.1532902717590332,False
10,40,30,-0.1533327266573906,False
69,151,82,-0.15344301015138626,False
6,56,50,-0.15351804494857788,False
4,152,148,-0.15360123813152313,False
72,138,66,-0.1536687884479761,False
72,98,26,-0.1536986768245697,False
86,97,11,-0.15408862829208375,False
11,110,99,-0.15409623980522155,False
66,117,51,-0.15410411953926087,False
61,110,49,-0.1542494624853134,False
11,158,147,-0.1543080136179924,False
10,42,32,-0.15435842275619507,False
58,144,86,-0.15455265790224076,False
9,38,29,-0.15475270748138428,False
67,94,27,-0.15512969642877578,False
98,130,32,-0.15516494102776052,False
59,107,48,-0.15517502427101135,False
105,116,11,-0.1553724303841591,False
53,83,30,-0.15548750162124633,False
33,103,70,-0.15549243986606598,False
112,157,45,-0.15582894831895827,False
14,50,36,-0.15596055686473848,False
73,114,41,-0.1559792660176754,False
109,115,6,-0.1560033679008484,False
84,121,37,-0.1560201585292816,False
12,23,11,-0.1560311049222946,False
19,104,85,-0.15618512779474258,False
34,156,122,-0.15630852729082106,False
8,71,63,-0.15632533878087998,False
10,72,62,-0.15634333491325378,False
105,118,13,-0.15634922534227372,False
75,110,35,-0.15650624334812163,False
115,138,23,-0.15658205449581147,False
10,109,99,-0.15706962794065477,False
66,82,16,-0.15707558020949364,False
38,127,89,-0.15730351507663726,False
77,131,54,-0.1574891224503517,False
87,118,31,-0.15752396881580352,False
27,135,108,-0.15755042880773545,False
126,155,29,-0.1576682835817337,False
17,68,51,-0.15784867405891417,False
26,55,29,-0.15792980343103408,False
12,86,74,-0.15830775946378708,False
59,93,34,-0.15846082270145417,False
66,92,26,-0.15866976827383042,False
3,67,64,-0.15884253978729249,False
3,110,107,-0.15889288038015364,True
72,82,10,-0.1589424878358841,False
11,136,125,-0.15902143120765685,False
46,98,52,-0.15903378129005433,False
55,147,92,-0.1592249870300293,False
8,54,46,-0.15932839512825012,False
51,143,92,-0.1595601685345173,False
103,117,14,-0.1597084468230605,False
116,151,35,-0.15983366966247559,True
80,159,79,-0.1599295526742935,False
102,120,18,-0.1601499140262604,False
33,53,20,-0.16016577184200287,False
61,146,85,-0.16016943454742433,False
5,116,111,-0.16036807894706726,False
24,152,128,-0.160369211435318,False
16,65,49,-0.16065093278884887,False
73,136,63,-0.1607704922556877,False
4,53,49,-0.1608472138643265,False
37,112,75,-0.1608726918697357,False
40,83,43,-0.16090168356895446,False
102,135,33,-0.1610363781452179,False
13,97,84,-0.1610666774213314,False
26,73,47,-0.16108159422874452,False
126,142,16,-0.16154071539640427,False
60,103,43,-0.16162268221378326,False
76,154,78,-0.16186986416578292,False
119,136,17,-0.1619008243083954,False
25,140,115,-0.1622297689318657,False
18,83,65,-0.16223191916942598,False
26,76,50,-0.16228694394230841,False
69,120,51,-0.16251047551631928,False
36,131,95,-0.16254305019974707,False
70,157,87,-0.1627171292901039,False
24,69,45,-0.1630662739276886,False
74,80,6,-0.16307078599929808,False
51,89,38,-0.1630835458636284,False
73,135,62,-0.16309835910797119,False
6,142,136,-0.16320567578077316,False
47,98,51,-0.16322021186351776,False
85,102,17,-0.16345861554145813,False
144,158,14,-0.16350185573101045,False
78,149,71,-0.16356724947690965,False
29,135,106,-0.16373856514692306,False
84,115,31,-0.16377568989992142,False
108,143,35,-0.16380391716957093,False
86,105,19,-0.16386828422546387,False
8,26,18,-0.16405679043382407,False
117,136,19,-0.16409311443567276,False
15,80,65,-0.164280666410923,False
55,124,69,-0.16432597041130065,False
58,63,5,-0.16447722725570202,False
26,138,112,-0.16448754966259002,False
9,68,59,-0.16459392458200456,False
51,101,50,-0.1645965225994587,False
61,134,73,-0.1647621735930443,False
75,109,34,-0.16481348425149916,False
5,50,45,-0.16493608951568603,False
85,108,23,-0.16499532163143157,False
19,155,136,-0.16501865908503532,False
63,75,12,-0.16512468159198762,True
78,116,38,-0.1653375580906868,False
90,112,22,-0.16545296013355254,False
76,132,56,-0.1654631093144417,False
73,147,74,-0.1655627705156803,False
82,156,74,-0.16569569930434228,False
68,152,84,-0.16596700251102448,False
42,128,86,-0.16615405976772307,False
14,103,89,-0.16621334701776505,False
64,153,89,-0.16638842225074768,False
30,145,115,-0.16674112975597383,False
17,103,86,-0.16690116226673127,False
17,62,45,-0.16722747981548308,False
48,150,102,-0.16726164817810057,False
91,113,22,-0.16728590428829193,False
17,135,118,-0.16745705157518387,False
20,34,14,-0.16758470833301545,False
34,108,74,-0.16765502095222473,False
63,91,28,-0.16774868220090866,False
4,59,55,-0.16820880770683289,False
97,147,50,-0.16824371963739396,False
74,135,61,-0.16825353354215622,False
71,101,30,-0.16834019124507904,False
80,125,45,-0.16839799284934998,False
32,47,15,-0.16846188008785248,False
5,109,104,-0.16855540052056311,False
99,149,50,-0.16858467012643813,False
40,124,84,-0.1688968390226364,False
64,118,54,-0.16896357834339143,False
107,152,45,-0.169300577044487,False
92,97,5,-0.1693083956837654,False
29,58,29,-0.16938338465988637,False
64,149,85,-0.1694352686405182,False
53,119,66,-0.16946996748447418,False
30,102,72,-0.16950688660144805,False
88,93,5,-0.16956330239772796,False
12,53,41,-0.16956485360860823,False
65,154,89,-0.16957014352083205,False
52,129,77,-0.16958906650543212,False
103,125,22,-0.1696067549288273,False
17,58,41,-0.16968634128570556,False
16,66,50,-0.1697230353951454,False
74,126,52,-0.16980552673339844,False
4,81,77,-0.16996812224388122,False
133,147,14,-0.17022343948483468,False
3,23,20,-0.1703219898045063,False
34,48,14,-0.17035799622535705,False
13,102,89,-0.1705786630511284,False
71,90,19,-0.17076790630817412,False
36,128,92,-0.17098503671586512,False
39,68,29,-0.17105636261403562,False
13,64,51,-0.17107197791337966,False
68,147,79,-0.1711215354502201,False
76,104,28,-0.17114386558532715,False
53,154,101,-0.17130351513624192,False
17,88,71,-0.1713646113872528,False
31,38,7,-0.17138812243938445,False
87,105,18,-0.17140606492757798,False
107,159,52,-0.17156119346618653,False
42,89,47,-0.17159285247325898,False
11,151,140,-0.17173565924167633,False
66,91,25,-0.1717863254249096,False
49,54,5,-0.1719492793083191,False
7,129,122,-0.172018164396286,False
8,67,59,-0.17215945124626159,False
59,82,23,-0.17219968661665916,False
80,124,44,-0.17239107191562653,False
48,67,19,-0.1725211262702942,False
38,117,79,-0.17259475514292716,False
72,104,32,-0.17262546792626382,False
69,135,66,-0.17265567779541016,False
56,62,6,-0.17266082018613815,False
18,101,83,-0.17267709225416183,False
136,149,13,-0.17282427623867988,False
115,140,25,-0.17296342849731444,False
16,51,35,-0.17300605848431588,False
50,150,100,-0.17330355644226075,False
74,101,27,-0.17340085953474044,False
51,110,59,-0.1736523240804672,False
62,155,93,-0.17370039969682693,False
25,139,114,-0.17372726052999496,False
23,60,37,-0.17376521676778794,False
91,151,60,-0.17380957193672658,False
44,148,104,-0.17387188076972962,False
96,143,47,-0.1739322155714035,False
3,21,18,-0.17399872988462448,False
83,94,11,-0.174091637134552,False
8,65,57,-0.17419180423021316,False
38,65,27,-0.17422002106904982,False
42,150,108,-0.1743547022342682,False
3,42,39,-0.1743943765759468,False
69,93,24,-0.1744667910039425,False
13,103,90,-0.17447685897350312,False
65,90,25,-0.17461818754673003,False
12,37,25,-0.1746930807828903,False
4,10,6,-0.17487818747758865,False
101,110,9,-0.17490245997905732,False
71,150,79,-0.17513020634651183,False
79,152,73,-0.17513624727725982,False
83,157,74,-0.1752485990524292,False
38,87,49,-0.1757071852684021,False
69,91,22,-0.17573641538619994,False
78,90,12,-0.17579710781574248,False
106,116,10,-0.17599818259477615,False
101,121,20,-0.17603186666965484,False
6,138,132,-0.17603445202112197,False
44,83,39,-0.1762910321354866,False
34,126,92,-0.17636558115482331,False
74,91,17,-0.1765248268842697,False
84,135,51,-0.17656728327274324,False
39,117,78,-0.1767098516225815,False
58,149,91,-0.1770010769367218,False
35,106,71,-0.17703676223754883,False
104,149,45,-0.17708011865615844,False
19,91,72,-0.1771528512239456,False
137,148,11,-0.1771799087524414,False
102,148,46,-0.1773124784231186,False
91,116,25,-0.1774786923080683,False
18,33,15,-0.1775712251663208,False
36,78,42,-0.17773781418800355,False
16,136,120,-0.17782544791698457,False
32,106,74,-0.17783072143793105,False
57,97,40,-0.17784755527973176,False
29,130,101,-0.1778951793909073,False
139,154,15,-0.17792300432920455,True
117,152,35,-0.1780034512281418,False
50,135,85,-0.17809469401836395,False
25,83,58,-0.17813961654901506,False
29,76,47,-0.1782295174896717,False
76,88,12,-0.17824349403381348,False
10,136,126,-0.17838685512542723,False
25,75,50,-0.17846787273883818,False
83,115,32,-0.17862151563167572,False
1,45,44,-0.1786269173026085,False
97,132,35,-0.17870595455169677,False
109,129,20,-0.17874263525009154,False
33,151,118,-0.17876772880554198,False
8,121,113,-0.17877085842192172,False
56,131,75,-0.1788236904889345,False
79,115,36,-0.17901573777198793,False
73,108,35,-0.17901954650878907,False
70,147,77,-0.1795153647661209,False
126,149,23,-0.17957822978496552,False
22,130,108,-0.17967991679906845,False
56,115,59,-0.17971533089876174,False
41,76,35,-0.17974575459957123,False
25,86,61,-0.17993266731500626,False
4,87,83,-0.17999617159366607,False
69,99,30,-0.18015193343162536,False
105,133,28,-0.18043504655361176,False
26,137,111,-0.18059032037854195,False
17,74,57,-0.1807737324386835,False
81,132,51,-0.18105004131793975,False
77,119,42,-0.1811029590666294,False
81,89,8,-0.18114074170589448,False
46,157,111,-0.18121961653232574,False
12,30,18,-0.18124527633190154,False
50,56,6,-0.18152025938034058,False
132,153,21,-0.1817448940128088,False
3,101,98,-0.18188941180706025,False
136,150,14,-0.18200744688510895,False
115,144,29,-0.18210434019565583,False
61,73,12,-0.18251249194145203,True
59,130,71,-0.18280047178268433,False
30,51,21,-0.18288271874189377,False
37,67,30,-0.18291903734207154,False
90,110,20,-0.18309363275766372,False
134,154,20,-0.1831835139542818,False
3,50,47,-0.18357656747102738,False
63,142,79,-0.18363481760025024,False
49,105,56,-0.1841179460287094,False
80,146,66,-0.18449800461530685,False
17,104,87,-0.1846783399581909,False
18,110,92,-0.18470714688301088,False
32,116,84,-0.18483206480741501,False
15,97,82,-0.1848544329404831,True
29,127,98,-0.1848682329058647,False
66,150,84,-0.18494288474321366,False
138,148,10,-0.1850536484271288,False
32,104,72,-0.18526558503508567,False
18,116,98,-0.18531675934791564,False
37,121,84,-0.1853680543601513,False
152,157,5,-0.18544015884399415,False
4,32,28,-0.1855751693248749,False
21,47,26,-0.18568892627954484,False
37,65,28,-0.1858032763004303,False
20,93,73,-0.1858594696968794,False
48,142,94,-0.185869200527668,False
92,122,30,-0.18594371378421784,False
76,155,79,-0.18597560822963716,False
8,102,94,-0.18622617274522782,False
18,75,57,-0.1862735778093338,False
116,126,10,-0.18631761223077775,False
123,151,28,-0.18633595556020738,False
40,74,34,-0.18635703921318053,False
47,144,97,-0.18635950088500977,False
84,149,65,-0.18637624755501747,False
97,144,47,-0.18655361384153366,False
48,112,64,-0.1867621559649706,False
50,65,15,-0.18679819107055665,False
28,115,87,-0.18680885732173919,False
17,26,9,-0.18684036433696746,False
