res1,res2,delta,Cscore,Real
101,115,14,-2.6984637832641605,False
61,151,90,-2.698533607177734,False
23,64,41,-2.698655205993652,False
62,109,47,-2.6987135728454588,False
85,101,16,-2.6991603828430177,False
52,101,49,-2.6998319506835937,False
36,132,96,-2.700201901245117,False
34,80,46,-2.700388184814453,False
38,144,106,-2.7003918307495116,False
38,78,40,-2.7004559475708008,False
8,89,81,-2.7004858428955076,False
44,113,69,-2.7005151107788086,False
36,134,98,-2.7006061148071288,False
38,64,26,-2.700654308166504,False
93,126,33,-2.700726701660156,False
35,97,62,-2.7007951214599606,False
38,129,91,-2.7010615280151367,False
55,156,101,-2.7010905017089843,False
18,142,124,-2.701121860351562,False
73,105,32,-2.701552455291748,False
61,145,84,-2.7019184634399416,False
12,149,137,-2.7020754223632815,False
83,157,74,-2.7022171078491213,False
46,138,92,-2.7022243627929687,False
118,154,36,-2.7022708392333987,False
33,150,117,-2.702303143310547,False
46,134,88,-2.7023710220336916,False
14,44,30,-2.7024102377319337,False
73,104,31,-2.7028833627319337,False
88,98,10,-2.7029544329833985,False
85,124,39,-2.7030017321777344,False
13,149,136,-2.7032053131103515,False
57,133,76,-2.703213342590332,False
29,99,70,-2.7034543777465823,False
4,43,39,-2.703554096069336,False
99,112,13,-2.703575643615723,False
86,127,41,-2.7037591537475585,False
14,48,34,-2.703903604431152,False
40,70,30,-2.703953769226074,False
24,35,11,-2.704106759338379,False
84,156,72,-2.7041535842895508,False
136,145,9,-2.7041801864624024,False
26,99,73,-2.7042736894226076,False
53,158,105,-2.7043311825561522,False
25,63,38,-2.7044403652954103,False
38,97,59,-2.704493112487793,False
39,98,59,-2.704572171936035,False
118,158,40,-2.704898918762207,False
47,93,46,-2.705335464782715,False
18,143,125,-2.705478810424805,False
4,149,145,-2.7056766909790038,False
10,110,100,-2.7058514697265625,False
20,92,72,-2.7059194189453124,False
36,131,95,-2.706103875732422,False
36,129,93,-2.706137856140137,False
39,111,72,-2.7063698959350586,False
141,156,15,-2.706511865539551,False
14,42,28,-2.7066417684936526,False
2,28,26,-2.7067736749267577,False
45,130,85,-2.706956437072754,False
56,136,80,-2.7071432192993163,False
40,153,113,-2.7074445162963867,False
146,157,11,-2.7078697830200196,False
80,140,60,-2.707885354614258,False
47,155,108,-2.707982339935303,False
53,157,104,-2.707982922668457,False
35,150,115,-2.708039032897949,False
66,106,40,-2.708440432434082,False
7,86,79,-2.7084460638427736,False
51,79,28,-2.7084952673339844,False
46,133,87,-2.7087514974975586,False
109,137,28,-2.708879377746582,False
46,135,89,-2.708927600097656,False
5,150,145,-2.708968712158203,False
33,81,48,-2.709086540527344,False
35,122,87,-2.7091198489379886,False
126,144,18,-2.709134445037842,False
36,79,43,-2.7091507864379887,False
54,122,68,-2.7091835333251955,False
20,137,117,-2.709195845336914,False
15,82,67,-2.7093196495056153,False
58,153,95,-2.7093445950317383,False
36,97,61,-2.709445763244629,False
102,134,32,-2.7094686251831055,False
44,86,42,-2.7096391906738284,False
92,122,30,-2.710104411010742,False
96,114,18,-2.7102185014343263,False
3,50,47,-2.710332331542969,False
45,150,105,-2.710343618621826,False
79,113,34,-2.7105188009643557,False
43,152,109,-2.7105632888793947,False
39,123,84,-2.7109453713989256,False
48,123,75,-2.7109893249511723,False
10,149,139,-2.7110068731689454,False
96,116,20,-2.7110310556030273,False
23,100,77,-2.7110856224060056,False
13,152,139,-2.7111683935546873,False
54,156,102,-2.7112655670166013,False
83,126,43,-2.7113672598266603,False
52,102,50,-2.711419845428467,False
93,117,24,-2.7116274771118163,False
80,157,77,-2.7116515438842774,False
34,132,98,-2.7119882080078126,False
109,151,42,-2.712066854248047,False
38,125,87,-2.7121871008300777,False
27,133,106,-2.7121935003662108,False
49,123,74,-2.712358824157715,False
68,157,89,-2.7124544219970703,False
103,134,31,-2.7125966151428225,False
28,90,62,-2.7126307946777346,False
53,87,34,-2.712662358856201,False
83,127,44,-2.7127621994018556,False
17,55,38,-2.7130333734130856,False
2,29,27,-2.713702626647949,False
95,127,32,-2.7137765826416014,False
9,150,141,-2.7138787088012695,False
56,101,45,-2.714029030456543,False
48,124,76,-2.7141578533935546,False
87,101,14,-2.7141857301330568,False
42,152,110,-2.7142999446105955,False
20,56,36,-2.7143765475463866,False
57,105,48,-2.7144382266235354,False
37,148,111,-2.7145046447753907,False
37,120,83,-2.7145116622924803,False
59,108,49,-2.714706241760254,False
65,87,22,-2.715003364562988,False
128,154,26,-2.7153253060913087,False
15,57,42,-2.7155128588867186,False
5,47,42,-2.7158440951538085,False
13,150,137,-2.7159202868652343,False
38,131,93,-2.7164552072143553,False
99,118,19,-2.716457801208496,False
40,131,91,-2.7168132083129883,False
48,93,45,-2.716821915283203,False
44,145,101,-2.7170663116455076,False
40,109,69,-2.717072619934082,False
82,112,30,-2.7172832844543455,False
46,119,73,-2.7174087658691404,False
46,130,84,-2.7175360778808595,False
15,83,68,-2.7175825387573243,False
79,157,78,-2.718197920227051,False
107,136,29,-2.718358579711914,False
89,125,36,-2.718364273376465,False
33,97,64,-2.718478719482422,False
4,50,46,-2.718591611022949,False
15,41,26,-2.7185924346923827,False
17,56,39,-2.718690353088379,False
34,115,81,-2.7188169827270507,False
88,125,37,-2.719061686401367,False
52,100,48,-2.719112629394531,False
69,103,34,-2.7192023571777346,False
94,156,62,-2.719251530151367,False
49,122,73,-2.719272070617676,False
86,125,39,-2.719293078613281,False
53,80,27,-2.719592483215332,False
2,50,48,-2.7199871746826174,False
60,145,85,-2.7203205059814453,False
15,85,70,-2.720326990661621,False
30,107,77,-2.7204147554016114,False
34,61,27,-2.7207186267089845,False
54,85,31,-2.7209585275268555,False
31,117,86,-2.721331569519043,False
9,91,82,-2.7214372055053713,False
94,120,26,-2.7224260937499998,False
67,105,38,-2.722449131164551,False
43,151,108,-2.7226672538757324,False
54,134,80,-2.7231303024291993,False
79,133,54,-2.7231311791992185,False
43,145,102,-2.7232517617797853,False
13,100,87,-2.7233486627197268,False
44,132,88,-2.7234371356201175,False
18,60,42,-2.7234465975952147,False
52,136,84,-2.7234608569335936,False
124,153,29,-2.7235988748168944,False
33,61,28,-2.7236190228271484,False
38,120,82,-2.7238525308227537,False
43,109,66,-2.7238897555541994,False
47,126,79,-2.7245611047363285,False
5,81,76,-2.724614981994629,False
126,145,19,-2.7247478532409666,False
60,152,92,-2.724849815673828,False
88,99,11,-2.725025312805176,False
51,91,40,-2.725246492614746,False
58,122,64,-2.7254765509033203,False
5,80,75,-2.7260174334716796,False
32,116,84,-2.7260491830444336,False
20,61,41,-2.7262432708740234,False
53,134,81,-2.726329418945313,False
27,41,14,-2.726398849945068,False
42,108,66,-2.7264393408203125,False
16,56,40,-2.726767915649414,False
14,85,71,-2.7269000256347655,False
71,156,85,-2.7269384957885743,False
78,155,77,-2.726995148010254,False
5,43,38,-2.7270019792175293,False
55,136,81,-2.7270248464965823,False
42,142,100,-2.7270464889526367,False
51,78,27,-2.7272369958496094,False
42,135,93,-2.727360612792969,False
105,134,29,-2.7277905458068847,False
42,145,103,-2.7278519531249996,False
15,61,46,-2.7279346658325196,False
91,155,64,-2.728038070373535,False
3,44,41,-2.728125221862793,False
23,34,11,-2.7282908520507814,False
40,121,81,-2.728700128173828,False
45,134,89,-2.7287793722534177,False
9,109,100,-2.7289930810546874,False
35,62,27,-2.729150537414551,False
26,42,16,-2.7291531544494627,False
18,130,112,-2.7293212045288087,False
3,148,145,-2.7296543922424314,False
2,142,140,-2.729747511291504,False
14,61,47,-2.7298748275756837,False
56,145,89,-2.7299071380615234,False
16,114,98,-2.7303579370117186,False
81,157,76,-2.730829789428711,False
44,130,86,-2.730858653869629,False
42,131,89,-2.730936722717285,False
47,130,83,-2.7310932681274416,False
35,145,110,-2.7311516094970703,False
53,122,69,-2.7312220327758787,False
34,116,82,-2.73127512512207,False
8,34,26,-2.731289055175781,False
4,44,40,-2.7313859365844726,False
125,149,24,-2.73147031829834,False
65,157,92,-2.7316835659790035,False
39,101,62,-2.731733661804199,False
11,134,123,-2.732111403503418,False
39,125,86,-2.732316172790527,False
85,97,12,-2.7323197061157227,False
24,133,109,-2.7323546630859377,False
39,129,90,-2.732551343078613,False
53,133,80,-2.732959056396484,False
19,140,121,-2.7330609240722654,False
96,155,59,-2.7331335174560545,False
106,116,10,-2.7332286244201662,False
41,138,97,-2.7334208462524416,False
86,97,11,-2.733551887664795,False
50,156,106,-2.7335964044189454,False
44,128,84,-2.733797762145996,False
23,62,39,-2.7340741806030273,False
102,153,51,-2.7343654150390626,False
60,122,62,-2.7344519995117187,False
125,148,23,-2.734811480712891,False
24,93,69,-2.7349519708251955,False
34,142,108,-2.7350788693237305,False
63,152,89,-2.7351049258422853,False
15,56,41,-2.735233975524902,False
37,129,92,-2.7352343225097657,False
55,134,79,-2.73533098236084,False
8,105,97,-2.7356141894531247,False
35,125,90,-2.735639577331543,False
3,149,146,-2.7357300584411623,False
44,137,93,-2.7358883489990236,False
25,42,17,-2.7359009561157226,False
2,45,43,-2.736263056945801,False
16,33,17,-2.7363831024169922,False
36,62,26,-2.736632018890381,False
18,131,113,-2.73688625579834,False
2,30,28,-2.7369340939331055,False
39,145,106,-2.7370115600585936,False
100,118,18,-2.737041962585449,False
63,109,46,-2.737302970275879,False
46,107,61,-2.737376021118164,False
6,137,131,-2.7375478674316405,False
55,79,24,-2.7376347909545897,False
42,132,90,-2.737769067077637,False
63,150,87,-2.7380126690673827,False
35,124,89,-2.7380768338012693,False
83,112,29,-2.738192437438965,False
100,133,33,-2.738306645202637,False
18,35,17,-2.738340215148926,False
14,83,69,-2.738365132141113,False
97,113,16,-2.73857677154541,False
60,146,86,-2.7385794100952148,False
97,129,32,-2.7387003356933595,False
3,41,38,-2.7388478457641603,False
18,41,23,-2.7389420761108396,False
49,124,75,-2.738973348388672,False
104,116,12,-2.7391011196899413,False
48,133,85,-2.7391433712768554,False
18,61,43,-2.7393800805664066,False
79,134,55,-2.7394246350097657,False
37,152,115,-2.7394562733459473,False
21,102,81,-2.7400252418518063,False
26,122,96,-2.740278955688477,False
39,102,63,-2.740401510925293,False
46,132,86,-2.74097058013916,False
20,59,39,-2.741114443054199,False
38,128,90,-2.7411849789428713,False
38,133,95,-2.7415382421875,False
76,155,79,-2.7416418946838377,False
50,91,41,-2.7416876052856445,False
41,111,70,-2.7417137350463867,False
4,80,76,-2.741720207824707,False
20,101,81,-2.741725642852783,False
57,154,97,-2.741924410400391,False
19,59,40,-2.742392112426758,False
67,157,90,-2.7425005728149414,False
53,86,33,-2.7425727378845215,False
72,104,32,-2.7426736407470704,False
136,147,11,-2.742692353820801,False
27,100,73,-2.7432309854125974,False
39,121,82,-2.7432458316040043,False
92,123,31,-2.743382273864746,False
43,114,71,-2.743459284057617,False
12,133,121,-2.743736683959961,False
5,50,45,-2.743981754760742,False
53,136,83,-2.7440204528808594,False
18,36,18,-2.7440519799804686,False
43,136,93,-2.7441717910766603,False
4,79,75,-2.744228970947266,False
47,92,45,-2.744388880004883,False
43,135,92,-2.744427498779297,False
4,47,43,-2.7447737490844726,False
47,133,86,-2.744953468322754,False
12,148,136,-2.74505587310791,False
100,155,55,-2.74527274017334,False
23,63,40,-2.745534926300049,False
14,148,134,-2.7456531069946286,False
136,146,10,-2.745934509277344,False
44,85,41,-2.7459347697448733,False
35,98,63,-2.7460499224853514,False
87,125,38,-2.7460680865478517,False
45,88,43,-2.7461083587646486,False
127,155,28,-2.74611868560791,False
8,132,124,-2.746120864562988,False
39,126,87,-2.7461809982299803,False
15,81,66,-2.746216884765625,False
70,103,33,-2.746282637786865,False
111,139,28,-2.7463499563598632,False
55,81,26,-2.746373123474121,False
34,143,109,-2.7465758724975586,False
46,150,104,-2.7466041331481934,False
14,84,70,-2.747379437713623,False
65,89,24,-2.747477127685547,False
55,123,68,-2.7475142584228514,False
41,142,101,-2.747895274963379,False
34,146,112,-2.7478960232543947,False
30,86,56,-2.747909001159668,False
25,36,11,-2.748151611633301,False
80,156,76,-2.7481579306030275,False
44,142,98,-2.7488223669433594,False
56,146,90,-2.7488961614990233,False
53,101,48,-2.7489097216796874,False
60,148,88,-2.749077569885254,False
103,153,50,-2.749203095703125,False
86,124,38,-2.7493458734130862,False
20,36,16,-2.7494775875854494,False
88,124,36,-2.74979350189209,False
68,104,36,-2.7504482559204098,False
11,149,138,-2.7505722283935548,False
17,33,16,-2.750681383056641,False
100,134,34,-2.750829294128418,False
46,152,106,-2.750846083984375,False
57,106,49,-2.751111752166748,False
111,148,37,-2.7513742059326174,False
38,152,114,-2.7514522848510743,False
8,33,25,-2.7514795796203613,False
104,119,15,-2.7515151376342772,False
68,156,88,-2.751546291503906,False
48,92,44,-2.7516733436584473,False
47,121,74,-2.751824205322266,False
99,130,31,-2.751940368041992,False
11,110,99,-2.751998822937012,False
63,151,88,-2.752184063720703,False
54,113,59,-2.7522072964477537,False
15,63,48,-2.7526702812194825,False
42,133,91,-2.752980753173828,False
41,117,76,-2.7530415884399413,False
61,150,89,-2.7531114889526367,False
62,148,86,-2.753116300048828,False
44,129,85,-2.753124125061035,False
3,48,45,-2.753316173400879,False
19,41,22,-2.753318967285156,False
124,152,28,-2.75344231628418,False
17,144,127,-2.7534745281982422,False
124,157,33,-2.7537157315063476,False
122,154,32,-2.754121891784668,False
108,152,44,-2.7541851193237306,False
47,127,80,-2.7544859655761718,False
43,134,91,-2.7545529339599613,False
14,82,68,-2.754684087219238,False
40,74,34,-2.7546919363403317,False
65,88,23,-2.754711316223145,False
40,68,28,-2.754940444946289,False
7,83,76,-2.755003977050781,False
23,42,19,-2.7553437472534177,False
46,151,105,-2.755372196960449,False
5,38,33,-2.755440817565918,False
51,101,50,-2.7554483923339843,False
87,126,39,-2.7556717776489257,False
144,156,12,-2.7558907528686527,False
25,133,108,-2.7559838229370115,False
56,135,79,-2.7560570370483397,False
52,133,81,-2.756109027404785,False
60,153,93,-2.7561222177124023,False
29,62,33,-2.7562748327636717,False
50,102,52,-2.7563286599731445,False
62,147,85,-2.756430952758789,False
20,113,93,-2.7569179458618165,False
26,123,97,-2.7573294821166994,False
8,47,39,-2.757345146789551,False
84,126,42,-2.7573669091796873,False
43,110,67,-2.7573789364624024,False
33,132,99,-2.757385018310547,False
41,110,69,-2.7575663455200194,False
64,108,44,-2.75767257019043,False
39,122,83,-2.7577692221069334,False
7,82,75,-2.7578711981201174,False
57,153,96,-2.7581881970214845,False
18,102,84,-2.7586976371765135,False
18,81,63,-2.7587888079833984,False
32,81,49,-2.7587902697753903,False
10,101,91,-2.7590233613586426,False
105,116,11,-2.759057918701172,False
36,145,109,-2.759140748901367,False
18,84,66,-2.7592419723510746,False
11,133,122,-2.75935395111084,False
125,146,21,-2.759492796936035,False
53,123,70,-2.7596996984863282,False
54,136,82,-2.759789992675781,False
84,113,29,-2.7598395962524416,False
47,132,85,-2.7599472637939453,False
102,115,13,-2.760004782104492,False
64,144,80,-2.760156910400391,False
4,49,45,-2.760275657043457,False
108,120,12,-2.7603204821777343,False
38,148,110,-2.7603496203613282,False
54,84,30,-2.760484804992676,False
43,144,101,-2.7605242010498046,False
36,105,69,-2.761099201812744,False
54,124,70,-2.7611199487304687,False
13,43,30,-2.761345372314453,False
2,46,44,-2.7613600924682613,False
6,81,75,-2.761500641784668,False
83,156,73,-2.7617541723632812,False
125,147,22,-2.761765392150879,False
37,132,95,-2.7619110229492185,False
14,134,120,-2.762064228515625,False
23,135,112,-2.7621051153564453,False
119,155,36,-2.76216365814209,False
56,155,99,-2.762197515563965,False
2,146,144,-2.762391616821289,False
43,150,107,-2.7623975527954103,False
42,134,92,-2.762482141418457,False
13,99,86,-2.7626515048217772,False
99,115,16,-2.7626604498291014,False
19,35,16,-2.762709476928711,False
42,119,77,-2.7628183404541016,False
55,102,47,-2.7628562884521486,False
13,92,79,-2.762945666503906,False
44,136,92,-2.7631197384643555,False
3,49,46,-2.7634120364379884,False
37,98,61,-2.7636755822753907,False
28,119,91,-2.7637682894897457,False
57,132,75,-2.763848938598633,False
49,80,31,-2.7638876455688477,False
18,34,16,-2.7639466192626956,False
45,89,44,-2.76403342086792,False
93,155,62,-2.7640616690063475,False
42,144,102,-2.76416561920166,False
49,91,42,-2.764776537628174,False
124,156,32,-2.7651041775512697,False
85,125,40,-2.7653470593261718,False
64,147,83,-2.765528288574219,False
15,133,118,-2.7658548721313476,False
20,33,13,-2.76607923034668,False
28,100,72,-2.7662080731201173,False
24,100,76,-2.766476516571045,False
92,124,32,-2.7665537481689455,False
59,122,63,-2.7667461898803714,False
40,122,82,-2.7668473077392575,False
38,132,94,-2.766862019958496,False
39,112,73,-2.766939973449707,False
77,154,77,-2.767188899841309,False
18,129,111,-2.767252409057617,False
59,109,50,-2.7675940139770505,False
44,140,96,-2.7676700543212887,False
40,71,31,-2.767688455200195,False
61,122,61,-2.7677702990722657,False
85,126,41,-2.7678222109985353,False
140,157,17,-2.767919197998047,False
22,128,106,-2.7680727313232425,False
16,34,18,-2.768090793762207,False
48,122,74,-2.76814352355957,False
46,113,67,-2.7681668896484375,False
43,119,76,-2.7681822430419922,False
47,131,84,-2.7682292846679686,False
130,142,12,-2.768683116760254,False
49,92,43,-2.7687181187438967,False
43,137,94,-2.768729468078613,False
91,125,34,-2.768947638549805,False
44,138,94,-2.769207727355957,False
82,156,74,-2.769481531982422,False
86,101,15,-2.769499136657715,False
26,63,37,-2.769772286682129,False
40,132,92,-2.7698023376464844,False
85,156,71,-2.77000430267334,False
34,97,63,-2.770112223510742,False
142,158,16,-2.770233275756836,False
19,114,95,-2.770362698059082,False
5,44,39,-2.770618278808594,False
37,137,100,-2.7706640557861326,False
22,62,40,-2.770675422668457,False
5,148,143,-2.7707355255126953,False
8,88,80,-2.770797975158691,False
45,132,87,-2.770818079833984,False
26,133,107,-2.770849987487793,False
64,145,81,-2.7709025677490233,False
56,132,76,-2.771032473144531,False
23,111,88,-2.7712073617553714,False
77,113,36,-2.7712365072631835,False
48,130,82,-2.7715056146240236,False
135,150,15,-2.7715987677001954,False
53,79,26,-2.7718575427246095,False
56,123,67,-2.771926540527344,False
48,104,56,-2.772290113525391,False
48,80,32,-2.77246591796875,False
21,129,108,-2.7725082852172855,False
42,138,96,-2.772635079345703,False
18,59,41,-2.77264066986084,False
53,78,25,-2.7726767166137694,False
136,149,13,-2.77274416015625,False
53,135,82,-2.772794393310547,False
35,127,92,-2.772833776550293,False
42,151,109,-2.7728794006347655,False
60,147,87,-2.77291991394043,False
48,134,86,-2.7732727087402345,False
4,42,38,-2.773300630493164,False
7,70,63,-2.773389275817871,False
4,45,41,-2.7734725537109375,False
20,129,109,-2.773739671020508,False
48,125,77,-2.7740411895751955,False
84,112,28,-2.7742118157958986,False
125,153,28,-2.7742726541137697,False
2,51,49,-2.7743397482299805,False
71,105,34,-2.7744542971801756,False
25,100,75,-2.774731011505127,False
45,129,84,-2.774774371032715,False
45,90,45,-2.7747848989868165,False
40,110,70,-2.7750407836914066,False
33,115,82,-2.7752458471679686,False
32,61,29,-2.77540918762207,False
40,133,93,-2.7754424978637693,False
4,81,77,-2.7754541082763673,False
64,157,93,-2.7757262890625,False
56,137,81,-2.7760347036743163,False
21,36,15,-2.7762071786499023,False
9,47,38,-2.776261898193359,False
98,129,31,-2.776849689025879,False
63,149,86,-2.776868317260742,False
38,127,89,-2.776910028076172,False
59,153,94,-2.7770338845825195,False
97,117,20,-2.777042078857422,False
41,152,111,-2.7771269528198244,False
47,120,73,-2.777167216796875,False
101,119,18,-2.777268126220703,False
31,61,30,-2.7775066055297852,False
95,153,58,-2.777513241882324,False
37,128,91,-2.777675028991699,False
14,133,119,-2.7779685684204103,False
21,101,80,-2.777986933441162,False
46,131,85,-2.7781349575805665,False
53,124,71,-2.778212558288574,False
15,64,49,-2.778218519897461,False
37,124,87,-2.778265460510254,False
2,54,52,-2.778283417663574,False
47,134,87,-2.778421679382324,False
35,79,44,-2.778559803466797,False
57,135,78,-2.7787976095581053,False
35,121,86,-2.778856714782715,False
55,137,82,-2.7789201007080075,False
65,148,83,-2.7789294555664066,False
16,91,75,-2.7789403338623044,False
49,103,54,-2.779325781402588,False
88,100,12,-2.7794697921752927,False
53,137,84,-2.779503028869629,False
9,149,140,-2.779680132141113,False
40,111,71,-2.7798868310546876,False
61,149,88,-2.7800958743286133,False
16,57,41,-2.7801770883178714,False
36,124,88,-2.780298986816406,False
27,63,36,-2.7804799084472656,False
83,125,42,-2.780511926879883,False
31,106,75,-2.780862471618652,False
12,47,35,-2.780892333679199,False
13,35,22,-2.7809502416992187,False
40,129,89,-2.7811737313842775,False
2,68,66,-2.781239608459473,False
12,35,23,-2.781377108306885,False
42,114,72,-2.7813895932006836,False
8,35,27,-2.7813923974609374,False
74,122,48,-2.7814560787963867,False
86,100,14,-2.78156385345459,False
57,136,79,-2.781637309265137,False
82,127,45,-2.7819459603881835,False
26,37,11,-2.7819706576538086,False
49,121,72,-2.7821038848876953,False
126,153,27,-2.782483004760742,False
74,154,80,-2.782875098876953,False
110,150,40,-2.7830559765625003,False
62,145,83,-2.7831578063964844,False
73,122,49,-2.7833340365600585,False
56,131,75,-2.783388937072754,False
26,92,66,-2.783512276916504,False
13,112,99,-2.7835631381225587,False
80,133,53,-2.7836141259765625,False
24,124,100,-2.783732029418945,False
45,128,83,-2.7837584497070313,False
49,156,107,-2.7838046463012693,False
88,126,38,-2.7840618911743165,False
48,91,43,-2.784085757598877,False
16,55,39,-2.7840996411132815,False
72,105,33,-2.784108263549805,False
56,124,68,-2.7841446939086913,False
108,137,29,-2.784349893798828,False
89,155,66,-2.78456994140625,False
19,33,14,-2.7846627441406246,False
4,46,42,-2.784745234069824,False
36,144,108,-2.7850596765136717,False
39,120,81,-2.7850602279663086,False
69,104,35,-2.785089523925781,False
84,127,43,-2.7851842919921874,False
148,155,7,-2.785253551940918,False
57,109,52,-2.785546863708496,False
75,122,47,-2.7855572831726074,False
123,154,31,-2.785570545654297,False
66,107,41,-2.7856510885620116,False
54,135,81,-2.7857069052124026,False
42,111,69,-2.7858144833374023,False
37,134,97,-2.78617576171875,False
36,128,92,-2.786204598388672,False
21,40,19,-2.786382737426758,False
2,67,65,-2.7864422982788084,False
135,144,9,-2.7864880369567873,False
73,106,33,-2.7865012376403806,False
39,77,38,-2.786617809143066,False
13,47,34,-2.786654998474121,False
71,157,86,-2.7867644467163086,False
3,72,69,-2.7868872540283203,False
95,155,60,-2.787147443847656,False
47,104,57,-2.7873650579833984,False
19,58,39,-2.787432864074707,False
53,102,49,-2.7874929125976564,False
96,141,45,-2.7875359765625,False
41,131,90,-2.7875763586425784,False
3,51,48,-2.787764572143555,False
18,114,96,-2.787855031738281,False
34,130,96,-2.7878801861572264,False
127,143,16,-2.7879290431213377,False
127,153,26,-2.788051178283691,False
37,126,89,-2.7881704135131833,False
94,117,23,-2.788313479309082,False
2,52,50,-2.7884470449829104,False
3,81,78,-2.7885622985839844,False
35,103,68,-2.788717624206543,False
42,130,88,-2.788787380065918,False
29,118,89,-2.788800193786621,False
41,144,103,-2.7888496630859376,False
143,156,13,-2.78885212890625,False
47,151,104,-2.789030083465576,False
47,153,106,-2.789034874572754,False
31,81,50,-2.7893324575805662,False
52,157,105,-2.7893775817871096,False
134,144,10,-2.7895421224975587,False
35,123,88,-2.7897593438720705,False
37,151,114,-2.789801956939697,False
45,83,38,-2.789973768615723,False
36,126,90,-2.790007802734375,False
72,122,50,-2.7901055102539063,False
23,93,70,-2.790154072265625,False
41,119,78,-2.7901720141601563,False
97,112,15,-2.7903108645629886,False
52,137,85,-2.7905536364746095,False
20,35,15,-2.7907941067504884,False
17,61,44,-2.790990962677002,False
132,143,11,-2.7911294544982908,False
37,114,77,-2.791252451171875,False
108,119,11,-2.7912784843444824,False
43,111,68,-2.7913922705078127,False
58,125,67,-2.7921098788452148,False
47,129,82,-2.792307236328125,False
50,79,29,-2.7924882778930664,False
104,118,14,-2.792523835449219,False
2,53,51,-2.79254826751709,False
103,118,15,-2.7926008505249023,False
27,121,94,-2.792644022521973,False
65,150,85,-2.79265674407959,False
81,111,30,-2.7929661979675293,False
21,41,20,-2.79320946685791,False
54,132,78,-2.7932146279907224,False
30,85,55,-2.7934625820922854,False
92,126,34,-2.7934665994262695,False
40,141,101,-2.793599804992676,False
90,115,25,-2.793700540161133,False
96,140,44,-2.7940690176391603,False
43,138,95,-2.7941289117431642,False
5,37,32,-2.794137561340332,False
39,146,107,-2.794999274291992,False
18,40,22,-2.795086315612793,False
18,101,83,-2.7953778994750977,False
40,113,73,-2.795515125732422,False
22,135,113,-2.7955375103759765,False
41,141,100,-2.795705234375,False
2,48,46,-2.795868602294922,False
37,78,41,-2.796041831665039,False
90,125,35,-2.796240702209473,False
44,131,87,-2.796298768615723,False
44,134,90,-2.796400469665527,False
50,122,72,-2.796402162475586,False
102,120,18,-2.796453744659424,False
16,35,19,-2.7965379730224607,False
45,135,90,-2.796553571777344,False
81,114,33,-2.7966263122558592,False
82,126,44,-2.796853819580078,False
3,80,77,-2.796941421508789,False
104,135,31,-2.797083177947998,False
37,135,98,-2.7971804150390627,False
37,122,85,-2.7975320703125,False
15,55,40,-2.7975991891479493,False
82,125,43,-2.7976420501708987,False
104,120,16,-2.797673966369629,False
27,108,81,-2.797681086883545,False
146,158,12,-2.7979868391418456,False
62,146,84,-2.7987243994140627,False
5,149,144,-2.798953695678711,False
51,80,29,-2.7990531829833984,False
87,124,37,-2.7990998300170897,False
56,126,70,-2.7991040188598633,False
3,45,42,-2.7991617462158205,False
63,157,94,-2.7991877865600587,False
18,141,123,-2.7996066528320314,False
44,119,75,-2.7998154205322265,False
37,143,106,-2.7999913272094727,False
52,134,82,-2.8000438903808593,False
92,116,24,-2.8002408831787107,False
18,89,71,-2.800326454162598,False
98,155,57,-2.800361889038086,False
19,36,17,-2.800368133239746,False
49,120,71,-2.800369098815918,False
58,124,66,-2.800426246032715,False
46,137,91,-2.8009186318969723,False
84,124,40,-2.8012323648071287,False
50,80,30,-2.801241152038574,False
49,126,77,-2.801321005859375,False
55,122,67,-2.8013438189697264,False
70,104,34,-2.801485511779785,False
42,136,94,-2.8018865780639652,False
66,157,91,-2.8020073193359374,False
5,42,37,-2.8023665684509274,False
56,130,74,-2.8023708489990233,False
25,110,85,-2.802467413330078,False
19,91,72,-2.802613952331543,False
42,143,101,-2.8028455123901366,False
96,139,43,-2.802968091430664,False
36,114,78,-2.8033503964233395,False
14,62,48,-2.803725335388184,False
80,134,54,-2.8038385137939454,False
95,140,45,-2.8038422570800785,False
35,147,112,-2.8042833956909177,False
42,146,104,-2.8043395135498046,False
87,99,12,-2.8044679119873046,False
65,107,42,-2.804745014953613,False
21,136,115,-2.8048233337402344,False
15,40,25,-2.8048272146606443,False
98,118,20,-2.804878403930664,False
17,57,40,-2.805158857116699,False
9,103,94,-2.8052354455566406,False
35,143,108,-2.8052545578002928,False
11,33,22,-2.8055477476501465,False
24,125,101,-2.8056971881103516,False
98,113,15,-2.8058404486083988,False
4,78,74,-2.805888343200684,False
42,150,108,-2.805956948547363,False
44,116,72,-2.805979508972168,False
56,102,46,-2.8060990274047852,False
22,92,70,-2.806200328063965,False
57,124,67,-2.8063163317871096,False
40,144,104,-2.806364024963379,False
3,79,76,-2.806429928894043,False
55,145,90,-2.806780902404785,False
62,154,92,-2.8068688397216794,False
106,152,46,-2.8069772067260743,False
57,130,73,-2.8070212631225586,False
48,132,84,-2.8070887478637694,False
52,90,38,-2.80734169342041,False
48,121,73,-2.8074609686279297,False
13,49,36,-2.807493445739746,False
5,72,67,-2.807592744445801,False
52,89,37,-2.8076099462890625,False
12,50,38,-2.8076354788208007,False
48,153,105,-2.8077582093811033,False
58,126,68,-2.8077990026855466,False
15,113,98,-2.807888220977783,False
